cluster_label	level	category	eligible	n	n_eff	n_hit	rho_bar	vif	auc_abs	auc_signed	perm_p	vif_z	vif_p	pooled_rg	pooled_rg_ci_lo	pooled_rg_ci_hi	coherence	mean_abs_rg	mean_signed_rg	odds_ratio	fisher_p	q	rank	z_threshold
C0	domain	Musculoskeletal	True	110	43.19	5	0.399	17.85	0.6901	0.7527	0.000499750124937531	1.515	0.0648592015250711	0.1234	0.0852	0.1611	0.957	0.1247	0.1193	1.413	0.323923649839356	0.0104947526236882	1	3
C0	domain	Psychiatric	True	65	25.49	8	0.561	14.75	0.6206	0.7098	0.000999500249875062	0.839	0.200621337936545	0.1349	0.0829	0.186	0.978	0.1376	0.1346	5.178	0.000899677144548695	0.0104947526236882	2	3
C0	domain	Genitourinary	True	63	30.69	1	0.287	9.52	0.5892	0.5861	0.0109945027486257	0.762	0.223024082276718	0.079	0.0361	0.1216	0.659	0.1149	0.0758	0.432	0.899614625155443	0.0769615192403798	3	3
C0	domain	Respiratory	True	56	21.4	3	0.472	10.63	0.5808	0.5661	0.0254872563718141	0.619	0.268070106371524	0.0681	0.0272	0.1088	0.627	0.0981	0.0615	1.663	0.301710057111636	0.133808095952024	4	3
C0	domain	Medication-use	True	8	6	1	0.28	2.4	0.5978	0.6078	0.179410294852574	0.615	0.269255527564957	0.0662	0.0198	0.1124	0.84	0.1049	0.0882	4.126	0.245184158637426	0.538230884557721	5	3
C0	domain	Digestive	True	80	40.62	7	0.19	8.51	0.5061	0.5043	0.43328335832084	0.061	0.475685380038176	0.0589	0.0237	0.094	0.512	0.1007	0.0516	3.284	0.0144478404567544	1	6	3
C0	domain	Ophthalmic	True	50	28.34	2	0.197	6.37	0.5029	0.5744	0.463268365817091	0.027	0.489204061699314	0.0716	0.0327	0.1103	0.838	0.0964	0.0808	1.183	0.523830255033579	1	7	3
C0	domain	Cardiovascular	True	60	23.97	0	0.343	8.87	0.4871	0.2391	0.627686156921539	-0.112	0.544493287712383	-0.0327	-0.066	6e-04	0.471	0.0704	-0.0332	0	1	1	8	3
C0	domain	Neurological	True	39	22.43	0	0.233	6	0.4647	0.5494	0.760619690154923	-0.304	0.619320444250378	0.0681	0.0276	0.1083	0.781	0.0849	0.0663	0	1	1	9	3
C0	domain	Endocrine-metabolic	True	42	20.48	0	0.252	5.9	0.4568	0.3765	0.83408295852074	-0.388	0.651031071288303	0.0087	-0.0292	0.0465	0.1	0.0793	0.0079	0	1	1	10	3
C0	domain	Immune-blood	True	9	6	0	0.472	3.36	0.3783	0.5195	0.888555722138931	-0.685	0.753471901693886	0.057	-0.0041	0.1176	0.864	0.0549	0.0474	0	1	1	11	3
C0	domain	Infectious	True	13	8.15	0	0.316	3.26	0.3706	0.4244	0.951524237881059	-0.888	0.812716312156872	0.0373	-0.0334	0.1076	0.429	0.0806	0.0346	0	1	1	12	3
C0	domain	Dermatologic	True	39	22.42	0	0.258	6.52	0.3436	0.3656	1	-1.291	0.901647605699077	0.0093	-0.0412	0.0598	0.196	0.0706	0.0138	0	1	1	13	3
C0	domain	Neoplasms	True	60	31.32	0	0.218	7.62	0.3405	0.3096	1	-1.49	0.931825338902782	3e-04	-0.0422	0.0427	0.206	0.0684	-0.0141	0	1	1	14	3
C0	domain	Reproductive-perinatal	True	41	21.26	0	0.253	6.13	0.3354	0.264	1	-1.435	0.924336564719777	-0.024	-0.0701	0.0221	0.271	0.062	-0.0168	0	1	1	15	3
C0	domain	Injury	True	9	5.08	0	0.574	3.34	0.3223	0.4999	0.965017491254373	-1.004	0.842380562699754	0.0475	-0.0224	0.1169	1	0.0556	0.0556	0	1	1	16	3
C0	domain	Congenital	True	4	3	0	0.17	1.34	0.2807	0.435	0.938530734632684	-1.308	0.904643485752376	0.0494	-0.043	0.141	0.727	0.0635	0.0462	0	1	1	17	3
C0	domain	Otologic	True	23	11.1	0	0.366	4.69	0.2524	0.3065	1	-1.869	0.969213051907912	-0.0019	-0.0595	0.0556	0.225	0.0521	-0.0117	0	1	1	18	3
C0	domain	Alcohol-substance	True	5	3	0	0.739	2.48	0.2174	0.2974	0.985507246376812	-1.385	0.917016577546524	-0.0047	-0.0792	0.0698	0.433	0.0408	-0.0177	0	1	1	19	3
C0	domain	Unclassified	False	5	4	0	0.469	2.41	0.6723	0.4585	0.113943028485757	0.857	0.195679548633352	0.02	-0.0266	0.0664	0.305	0.0772	0.0235	0	1	0.39880059970015		3
C0	domain	Quantitative	False	3	3	0	0.443	1.89	0.7148	0.3419	0.102948525737131	0.936	0.174562030659388	9e-04	-0.0422	0.0439	0.185	0.0685	-0.0126	0	1	0.39880059970015		3
C1	domain	Respiratory	True	56	21.4	39	0.472	10.63	0.7207	0.729	0.000499750124937531	1.69	0.0455302938264564	0.2811	0.2368	0.3243	1	0.3067	0.3065	4.422	2.08835884648886e-07	0.00349825087456272	1	3
C1	domain	Musculoskeletal	True	110	43.19	61	0.399	17.85	0.689	0.6982	0.000499750124937531	1.506	0.0659807203911075	0.279	0.2379	0.3192	0.999	0.2842	0.2839	2.457	1.19692179460453e-05	0.00349825087456272	2	3
C1	domain	Psychiatric	True	65	25.49	40	0.561	14.75	0.6159	0.604	0.000999500249875062	0.807	0.209924157044249	0.2468	0.1895	0.3024	0.928	0.2847	0.264	3.045	1.89048318317342e-05	0.00524737631184408	3	3
C1	domain	Medication-use	True	8	6	5	0.28	2.4	0.704	0.6411	0.0194902548725637	1.283	0.0997921898045691	0.2646	0.2132	0.3146	0.734	0.2859	0.2098	2.909	0.125512380301006	0.0818590704647676	4	3
C1	domain	Infectious	True	13	8.15	7	0.316	3.26	0.624	0.6273	0.0649675162418791	0.85	0.197564026680452	0.3355	0.2629	0.4042	0.981	0.3226	0.3164	2.039	0.157511784643934	0.194902548725637	5	3
C1	domain	Neurological	True	39	22.43	17	0.233	6	0.5445	0.5212	0.171414292853573	0.383	0.350769753696653	0.2245	0.18	0.2682	0.848	0.2282	0.1936	1.354	0.225870567846096	0.44996251874063	6	3
C1	domain	Alcohol-substance	True	5	3	2	0.739	2.48	0.6018	0.6082	0.215392303848076	0.499	0.308871093025537	0.2969	0.2131	0.3763	1	0.2731	0.2731	1.152	0.604089701656692	0.499550224887556	7	3
C1	domain	Cardiovascular	True	60	23.97	21	0.343	8.87	0.5285	0.5464	0.237881059470265	0.246	0.402690244298241	0.1846	0.1491	0.2196	1	0.1775	0.1775	0.924	0.660002765176087	0.499550224887556	8	3
C1	domain	Genitourinary	True	63	30.69	24	0.287	9.52	0.4762	0.4931	0.726136931534233	-0.203	0.580483364509571	0.1799	0.133	0.2261	0.98	0.2061	0.2021	1.068	0.454074132462916	1	9	3
C1	domain	Otologic	True	23	11.1	8	0.366	4.69	0.473	0.4874	0.67616191904048	-0.204	0.580737463951285	0.1935	0.131	0.2544	0.964	0.2266	0.2184	0.918	0.653564982199732	1	10	3
C1	domain	Endocrine-metabolic	True	42	20.48	12	0.252	5.9	0.4583	0.4733	0.815092453773113	-0.375	0.646118330413195	0.1872	0.1465	0.2272	0.948	0.1876	0.1778	0.677	0.902724410225073	1	11	3
C1	domain	Digestive	True	80	40.62	23	0.19	8.51	0.4423	0.4458	0.949025487256372	-0.581	0.719308588758442	0.1547	0.1169	0.1919	0.89	0.1865	0.1659	0.67	0.955086253404791	1	12	3
C1	domain	Dermatologic	True	39	22.42	5	0.258	6.52	0.4392	0.4394	0.900049975012494	-0.502	0.692002407313266	0.1708	0.1162	0.2243	0.929	0.2001	0.1858	0.241	0.999847994872897	1	13	3
C1	domain	Injury	True	9	5.08	3	0.574	3.34	0.4198	0.442	0.788605697151424	-0.453	0.674792172465612	0.1573	0.0805	0.2322	0.979	0.174	0.1704	0.861	0.702136108018021	1	14	3
C1	domain	Immune-blood	True	9	6	1	0.472	3.36	0.3991	0.425	0.851574212893553	-0.569	0.715160833291684	0.1398	0.0737	0.2046	0.985	0.1511	0.1489	0.213	0.984087781935546	1	15	3
C1	domain	Reproductive-perinatal	True	41	21.26	9	0.253	6.13	0.3902	0.4112	0.989005497251374	-0.957	0.830608747221419	0.1637	0.1122	0.2143	0.942	0.1855	0.1749	0.469	0.987814158686453	1	16	3
C1	domain	Neoplasms	True	60	31.32	3	0.218	7.62	0.2418	0.171	1	-2.411	0.992046862844941	0.0018	-0.0425	0.046	0.293	0.1093	0.032	0.081	0.999999999757013	1	17	3
C1	domain	Ophthalmic	True	50	28.34	1	0.197	6.37	0.2026	0.2146	1	-2.791	0.997370524598938	0.0414	-0.001	0.0837	0.649	0.0909	0.0591	0.032	0.999999999954406	1	18	3
C1	domain	Congenital	True	4	3	0	0.17	1.34	0.0615	0.0973	0.999500249875062	-2.617	0.995563973407858	-0.027	-0.1261	0.0726	1	0.0302	-0.0302	0	1	1	19	3
C1	domain	Unclassified	False	5	4	5	0.469	2.41	0.9223	0.9223	0.000499750124937531	2.101	0.0178294543169688	0.4343	0.3781	0.4873	1	0.4381	0.4381	Inf	0.00650127219214351	0.00349825087456272		3
C1	domain	Quantitative	False	3	3	2	0.443	1.89	0.8052	0.6232	0.0259870064967516	1.33	0.0917384111399359	0.1286	0.0832	0.1734	0.675	0.2025	0.1367	3.469	0.304799556545658	0.0909545227386307		3
C2_sub0	domain	Respiratory	True	56	21.4	43	0.472	10.63	0.7173	0.2743	0.000499750124937531	1.664	0.0480986653018925	-0.2782	-0.3047	-0.2513	1	0.3036	-0.3036	3.372	5.10603857458782e-05	0.00524737631184408	1	3
C2_sub0	domain	Musculoskeletal	True	110	43.19	81	0.399	17.85	0.6662	0.3225	0.000499750124937531	1.324	0.0926890938700707	-0.2734	-0.2988	-0.2476	0.986	0.2842	-0.2802	3.044	2.82899208882811e-07	0.00524737631184408	2	3
C2_sub0	domain	Psychiatric	True	65	25.49	45	0.561	14.75	0.5907	0.4131	0.0109945027486257	0.631	0.264007119246715	-0.249	-0.2826	-0.2148	0.912	0.2769	-0.2524	2.263	0.00190023805640704	0.0577211394302849	3	3
C2_sub0	domain	Alcohol-substance	True	5	3	5	0.739	2.48	0.7626	0.2367	0.0229885057471264	1.287	0.0990071722371844	-0.3963	-0.442	-0.3485	1	0.3859	-0.3859	Inf	0.0356706940751866	0.0804597701149425	4	3
C2_sub0	domain	Medication-use	True	8	6	5	0.28	2.4	0.6297	0.3726	0.106946526736632	0.815	0.207431060030398	-0.2785	-0.3088	-0.2476	0.905	0.2512	-0.2274	1.579	0.39519624365571	0.258870564717641	5	3
C2_sub0	domain	Infectious	True	13	8.15	10	0.316	3.26	0.5963	0.4083	0.110944527736132	0.66	0.254523135825666	-0.3037	-0.3481	-0.258	0.942	0.321	-0.3024	3.198	0.0558133711906605	0.258870564717641	6	3
C2_sub0	domain	Cardiovascular	True	60	23.97	26	0.343	8.87	0.5496	0.4297	0.103948025987006	0.429	0.333981631565976	-0.1933	-0.2143	-0.1722	1	0.1907	-0.1907	0.702	0.92597048101179	0.258870564717641	7	3
C2_sub0	domain	Neurological	True	39	22.43	19	0.233	6	0.5095	0.4919	0.423788105947027	0.082	0.46747580386298	-0.2089	-0.2353	-0.1821	0.887	0.2175	-0.1929	0.891	0.697333403636047	0.809050020444323	8	3
C2_sub0	domain	Reproductive-perinatal	True	41	21.26	25	0.253	6.13	0.5095	0.4706	0.410294852573713	0.083	0.46709608473569	-0.2317	-0.2627	-0.2003	0.983	0.2521	-0.2478	1.505	0.137483243830035	0.809050020444323	9	3
C2_sub0	domain	Immune-blood	True	9	6	5	0.472	3.36	0.4946	0.4787	0.523238380809595	-0.031	0.512223240950591	-0.1926	-0.2323	-0.1522	1	0.2055	-0.2055	1.181	0.536195397310662	0.915667166416792	10	3
C2_sub0	domain	Endocrine-metabolic	True	42	20.48	21	0.252	5.9	0.4896	0.4921	0.583708145927036	-0.093	0.537160850549772	-0.2073	-0.2313	-0.183	0.955	0.2036	-0.1944	0.94	0.638549193976276	0.942913158805213	11	3
C2_sub0	domain	Genitourinary	True	63	30.69	32	0.287	9.52	0.4792	0.5042	0.706646676661669	-0.178	0.570554421834579	-0.1851	-0.2129	-0.157	0.954	0.2083	-0.1986	0.971	0.596134489107336	1	12	3
C2_sub0	domain	Digestive	True	80	40.62	35	0.19	8.51	0.4491	0.5433	0.934532733633183	-0.511	0.69547228375564	-0.1673	-0.1907	-0.1436	0.896	0.2023	-0.1814	0.708	0.942433443011577	1	13	3
C2_sub0	domain	Dermatologic	True	39	22.42	24	0.258	6.52	0.4464	0.5552	0.88055972013993	-0.442	0.670844594284193	-0.185	-0.2185	-0.1511	0.895	0.2144	-0.192	1.541	0.129706533296572	1	14	3
C2_sub0	domain	Injury	True	9	5.08	4	0.574	3.34	0.3819	0.6191	0.886056971514243	-0.668	0.747817769193586	-0.1201	-0.164	-0.0758	0.894	0.1545	-0.1381	0.752	0.775400461486289	1	15	3
C2_sub0	domain	Otologic	True	23	11.1	10	0.366	4.69	0.3574	0.6456	0.990504747626187	-1.077	0.859274091462224	-0.117	-0.1527	-0.081	0.824	0.1668	-0.1374	0.718	0.838763339188968	1	16	3
C2_sub0	domain	Neoplasms	True	60	31.32	5	0.218	7.62	0.2252	0.8276	1	-2.566	0.994853518319503	0.0036	-0.0235	0.0308	0.232	0.106	-0.0246	0.074	0.999999999999986	1	17	3
C2_sub0	domain	Ophthalmic	True	50	28.34	3	0.197	6.37	0.1986	0.8417	1	-2.828	0.997659925559303	-0.0052	-0.0304	0.02	0.078	0.0868	-0.0067	0.053	0.999999999999936	1	18	3
C2_sub0	domain	Congenital	True	4	3	0	0.17	1.34	0.1133	0.8531	0.9960019990005	-2.307	0.989486418118264	0.0031	-0.0545	0.0605	0.083	0.0543	0.0045	0	1	1	19	3
C2_sub0	domain	Unclassified	False	5	4	5	0.469	2.41	0.9156	0.0841	0.000999500249875062	2.068	0.0193373248330699	-0.4015	-0.4354	-0.3665	1	0.4136	-0.4136	Inf	0.0356706940751866	0.00699650174912544		3
C2_sub0	domain	Quantitative	False	3	3	1	0.443	1.89	0.8346	0.4203	0.0214892553723138	1.458	0.0723777879493506	-0.1032	-0.131	-0.0752	0.429	0.2009	-0.0861	0.47	0.886132364945393	0.0804597701149425		3
C2_sub1	domain	Musculoskeletal	True	110	43.19	27	0.399	17.85	0.6722	0.3069	0.000499750124937531	1.372	0.0850267875985076	-0.2211	-0.28	-0.1605	0.983	0.2241	-0.2202	4.554	1.185329661275e-07	0.00524737631184408	1	3
C2_sub1	domain	Respiratory	True	56	21.4	6	0.472	10.63	0.6576	0.3244	0.000499750124937531	1.206	0.113872013746678	-0.1952	-0.2604	-0.1282	1	0.2061	-0.2061	1.205	0.409229049489891	0.00524737631184408	2	3
C2_sub1	domain	Medication-use	True	8	6	3	0.28	2.4	0.6874	0.3446	0.0384807596201899	1.179	0.119290792665029	-0.2141	-0.2862	-0.1396	0.825	0.216	-0.1783	6.157	0.029609310413608	0.161619190404798	3	3
C2_sub1	domain	Digestive	True	80	40.62	7	0.19	8.51	0.5549	0.4257	0.0494752623688156	0.553	0.290263812518526	-0.181	-0.2371	-0.1238	0.924	0.1965	-0.1815	0.944	0.618391538779057	0.173163418290855	4	3
C2_sub1	domain	Infectious	True	13	8.15	2	0.316	3.26	0.6131	0.3934	0.0869565217391304	0.776	0.218919989584912	-0.2557	-0.3602	-0.145	0.878	0.2681	-0.2355	1.823	0.338115592199305	0.260869565217391	5	3
C2_sub1	domain	Reproductive-perinatal	True	41	21.26	5	0.253	6.13	0.56	0.4255	0.103448275862069	0.523	0.30053641715614	-0.1969	-0.2678	-0.1239	0.938	0.2142	-0.201	1.403	0.320175930964938	0.271551724137931	6	3
C2_sub1	domain	Alcohol-substance	True	5	3	1	0.739	2.48	0.65	0.3369	0.132933533233383	0.735	0.231054026757711	-0.2251	-0.3341	-0.1102	1	0.2148	-0.2148	2.496	0.382640067587844	0.279160419790105	7	3
C2_sub1	domain	Cardiovascular	True	60	23.97	3	0.343	8.87	0.544	0.4226	0.122438780609695	0.381	0.351594471051335	-0.1565	-0.2107	-0.1014	0.974	0.1499	-0.1459	0.5	0.929688169425029	0.279160419790105	8	3
C2_sub1	domain	Immune-blood	True	9	6	1	0.472	3.36	0.5657	0.4041	0.262368815592204	0.37	0.355636758767159	-0.1803	-0.2758	-0.0812	1	0.1833	-0.1833	1.241	0.581252475087162	0.500885920676026	9	3
C2_sub1	domain	Genitourinary	True	63	30.69	2	0.287	9.52	0.4953	0.4897	0.552223888055972	-0.04	0.516098219323929	-0.1556	-0.2226	-0.0871	0.882	0.1681	-0.1482	0.305	0.985757530884345	0.847076461769115	10	3
C2_sub1	domain	Neurological	True	39	22.43	5	0.233	6	0.4952	0.5047	0.535732133933034	-0.041	0.516393510191363	-0.1515	-0.2157	-0.086	0.82	0.173	-0.1419	1.49	0.282372542464164	0.847076461769115	11	3
C2_sub1	domain	Psychiatric	True	65	25.49	1	0.561	14.75	0.4946	0.533	0.56471764117941	-0.037	0.514948339065932	-0.1232	-0.2016	-0.0432	0.697	0.1738	-0.1211	0.143	0.99855144290342	0.847076461769115	12	3
C2_sub1	domain	Endocrine-metabolic	True	42	20.48	4	0.252	5.9	0.4562	0.5801	0.821089455272364	-0.393	0.652946632315052	-0.1151	-0.1747	-0.0547	0.663	0.1504	-0.0998	1.045	0.549917807820188	1	13	3
C2_sub1	domain	Dermatologic	True	39	22.42	0	0.258	6.52	0.3911	0.6061	0.989505247376312	-0.899	0.815663126855998	-0.1152	-0.196	-0.0327	0.716	0.1467	-0.105	0	1	1	14	3
C2_sub1	domain	Otologic	True	23	11.1	1	0.366	4.69	0.358	0.6084	0.993503248375812	-1.072	0.858212869616414	-0.1103	-0.1954	-0.0236	0.793	0.1305	-0.1035	0.442	0.894164255816886	1	15	3
C2_sub1	domain	Injury	True	9	5.08	0	0.574	3.34	0.2471	0.6823	0.9960019990005	-1.429	0.923519542598093	-0.064	-0.1681	0.0415	0.88	0.0751	-0.0661	0	1	1	16	3
C2_sub1	domain	Neoplasms	True	60	31.32	0	0.218	7.62	0.2418	0.8054	1	-2.411	0.992051542640418	0.0048	-0.0619	0.0716	0.058	0.0992	-0.0057	0	1	1	17	3
C2_sub1	domain	Ophthalmic	True	50	28.34	0	0.197	6.37	0.2316	0.8317	1	-2.518	0.994099489869127	0.0149	-0.0464	0.0761	0.102	0.0843	0.0086	0	1	1	18	3
C2_sub1	domain	Congenital	True	4	3	0	0.17	1.34	0.201	0.7449	0.980009995002499	-1.784	0.96279688443543	-0.0519	-0.1866	0.0847	0.599	0.084	-0.0504	0	1	1	19	3
C2_sub1	domain	Unclassified	False	5	4	3	0.469	2.41	0.8608	0.1364	0.00199900049975013	1.795	0.036353243941137	-0.2443	-0.3188	-0.1668	1	0.2575	-0.2575	15.457	0.0064771750602683	0.0139930034982509		3
C2_sub1	domain	Quantitative	False	3	3	1	0.443	1.89	0.8615	0.3798	0.0174912543728136	1.575	0.0575884694991992	-0.0785	-0.1443	-0.0121	0.573	0.1694	-0.0971	5.007	0.250983055203193	0.0918290854572714		3
C3	domain	Alcohol-substance	True	5	3	3	0.739	2.48	0.9505	0.951	0.000499750124937531	2.209	0.0135993462003744	0.3655	0.2852	0.4407	1	0.3493	0.3493	18.672	0.00399712626968484	0.00262368815592204	1	3
C3	domain	Psychiatric	True	65	25.49	34	0.561	14.75	0.8785	0.8988	0.000499750124937531	2.635	0.00421288198071312	0.2893	0.2345	0.3424	0.992	0.281	0.2786	28.151	3.98931473477326e-25	0.00262368815592204	2	3
C3	domain	Injury	True	9	5.08	3	0.574	3.34	0.8425	0.8574	0.000499750124937531	1.936	0.0264493701056367	0.1821	0.1094	0.2528	1	0.1976	0.1976	6.19	0.0267721675942731	0.00262368815592204	3	3
C3	domain	Respiratory	True	56	21.4	4	0.472	10.63	0.5984	0.6267	0.00699650174912544	0.753	0.225632875737971	0.0739	0.0285	0.1191	0.828	0.1045	0.0865	0.907	0.650425108545016	0.0293853073463268	4	3
C3	domain	Infectious	True	13	8.15	4	0.316	3.26	0.6461	0.7265	0.0339830084957521	1.002	0.158146247294305	0.1525	0.0729	0.2303	1	0.2264	0.2264	5.575	0.0138789536197369	0.118940529735132	5	3
C3	domain	Reproductive-perinatal	True	41	21.26	3	0.253	6.13	0.5598	0.2064	0.106446776611694	0.521	0.301133211653989	-0.0419	-0.0921	0.0085	0.411	0.113	-0.0465	0.934	0.633728459460828	0.319340329835082	6	3
C3	domain	Digestive	True	80	40.62	2	0.19	8.51	0.5075	0.5344	0.39880059970015	0.075	0.470007460211338	0.0517	0.0148	0.0884	0.695	0.095	0.066	0.281	0.990801268338755	1	7	3
C3	domain	Dermatologic	True	39	22.42	1	0.258	6.52	0.4758	0.5212	0.701149425287356	-0.199	0.57903377901679	0.0582	0.0041	0.112	0.693	0.0949	0.0657	0.301	0.960724352737989	1	8	3
C3	domain	Genitourinary	True	63	30.69	0	0.287	9.52	0.4549	0.4013	0.869565217391304	-0.385	0.649967963309469	0.0135	-0.0328	0.0597	0.237	0.0793	0.0188	0	1	1	9	3
C3	domain	Neurological	True	39	22.43	1	0.233	6	0.4533	0.4815	0.838580709645177	-0.402	0.656002424744091	0.05	0.0079	0.0919	0.57	0.0741	0.0422	0.301	0.960724352737989	1	10	3
C3	domain	Cardiovascular	True	60	23.97	0	0.343	8.87	0.4485	0.4974	0.915542228885557	-0.446	0.67207473152767	0.03	-0.0059	0.0657	0.626	0.0609	0.0381	0	1	1	11	3
C3	domain	Endocrine-metabolic	True	42	20.48	0	0.252	5.9	0.445	0.4144	0.884057971014493	-0.494	0.689468810540123	0.0262	-0.0131	0.0655	0.187	0.0669	0.0125	0	1	1	12	3
C3	domain	Neoplasms	True	60	31.32	3	0.218	7.62	0.4178	0.4136	0.983508245877061	-0.767	0.778580760137843	0.0265	-0.0172	0.07	0.336	0.087	0.0292	0.605	0.865126231196265	1	13	3
C3	domain	Otologic	True	23	11.1	0	0.366	4.69	0.4152	0.4859	0.918540729635182	-0.64	0.738980870669669	0.0463	-0.0147	0.1068	0.639	0.0774	0.0494	0	1	1	14	3
C3	domain	Musculoskeletal	True	110	43.19	0	0.399	17.85	0.3891	0.4232	1	-0.884	0.811620407801945	0.0199	-0.0211	0.0608	0.401	0.0549	0.022	0	1	1	15	3
C3	domain	Medication-use	True	8	6	0	0.28	2.4	0.3546	0.3681	0.916041979010495	-0.915	0.819774540639259	0.0157	-0.0329	0.0643	0.008	0.0493	-4e-04	0	1	1	16	3
C3	domain	Congenital	True	4	3	0	0.17	1.34	0.3534	0.162	0.848575712143928	-0.875	0.809175511753537	-0.0625	-0.1539	0.03	1	0.0659	-0.0659	0	1	1	17	3
C3	domain	Ophthalmic	True	50	28.34	0	0.197	6.37	0.3297	0.3422	1	-1.598	0.944960602627718	6e-04	-0.0412	0.0424	0.108	0.052	0.0056	0	1	1	18	3
C3	domain	Immune-blood	True	9	6	0	0.472	3.36	0.326	0.4946	0.968515742128936	-0.98	0.836407306429108	0.04	-0.0253	0.1048	0.894	0.0554	0.0495	0	1	1	19	3
C3	domain	Unclassified	False	5	4	3	0.469	2.41	0.9377	0.94	0.000499750124937531	2.177	0.0147280753855925	0.2785	0.2236	0.3316	1	0.2842	0.2842	18.672	0.00399712626968484	0.00262368815592204		3
C3	domain	Quantitative	False	3	3	0	0.443	1.89	0.0682	0.2937	0.997501249375312	-1.882	0.970073026063902	-0.004	-0.0488	0.0409	1	0.0038	-0.0038	0	1	1		3
C4	domain	Psychiatric	True	65	25.49	53	0.561	14.75	0.8118	0.8132	0.000499750124937531	2.17	0.014990397165481	0.469	0.408	0.5259	1	0.5089	0.5088	6.781	3.37175896398729e-11	0.00524737631184408	1	3
C4	domain	Respiratory	True	56	21.4	45	0.472	10.63	0.7062	0.707	0.000499750124937531	1.578	0.0572326421069161	0.2862	0.2445	0.327	1	0.3091	0.3091	6.122	3.34497272318817e-09	0.00524737631184408	2	3
C4	domain	Musculoskeletal	True	110	43.19	57	0.399	17.85	0.5893	0.5898	0.00199900049975013	0.711	0.238451452318637	0.239	0.1994	0.2778	0.988	0.2591	0.2559	1.517	0.02738975678668	0.0104947526236882	3	3
C4	domain	Alcohol-substance	True	5	3	4	0.739	2.48	0.69	0.6921	0.0719640179910045	0.931	0.175802293696153	0.3633	0.2887	0.4335	1	0.3332	0.3332	5.369	0.110763066274638	0.225637181409295	4	3
C4	domain	Medication-use	True	8	6	4	0.28	2.4	0.6404	0.6279	0.0859570214892554	0.883	0.188578716530532	0.2723	0.2285	0.3149	0.923	0.2404	0.2218	1.333	0.474513022563698	0.225637181409295	5	3
C4	domain	Infectious	True	13	8.15	8	0.316	3.26	0.6026	0.5906	0.0839580209895053	0.704	0.240694089821435	0.3291	0.2599	0.3949	0.953	0.3416	0.3257	2.154	0.139394381316827	0.225637181409295	6	3
C4	domain	Neurological	True	39	22.43	19	0.233	6	0.5676	0.5661	0.0764617691154423	0.581	0.280495436862257	0.2929	0.2506	0.3341	0.978	0.2721	0.2662	1.279	0.278561754345506	0.225637181409295	7	3
C4	domain	Digestive	True	80	40.62	39	0.19	8.51	0.5252	0.5269	0.228885557221389	0.254	0.39984450899021	0.2131	0.1779	0.2477	0.979	0.2454	0.2401	1.299	0.160920492586093	0.534066300183242	8	3
C4	domain	Immune-blood	True	9	6	3	0.472	3.36	0.516	0.5221	0.460769615192404	0.09	0.464016895803923	0.2044	0.1474	0.26	1	0.2105	0.2105	0.662	0.820751647139722	0.879651083549135	9	3
C4	domain	Endocrine-metabolic	True	42	20.48	18	0.252	5.9	0.4926	0.4855	0.576211894052974	-0.067	0.526627798662485	0.1945	0.1582	0.2303	0.939	0.2114	0.1984	0.997	0.564768951659912	1	10	3
C4	domain	Genitourinary	True	63	30.69	27	0.287	9.52	0.4844	0.4891	0.651174412793603	-0.133	0.553093186206984	0.2167	0.1732	0.2595	1	0.2238	0.2238	0.997	0.555482418071541	1	11	3
C4	domain	Cardiovascular	True	60	23.97	17	0.343	8.87	0.4702	0.4762	0.785107446276862	-0.258	0.601843879944821	0.1683	0.1358	0.2004	0.996	0.163	0.1624	0.5	0.994778573813177	1	12	3
C4	domain	Injury	True	9	5.08	1	0.574	3.34	0.4384	0.4384	0.736131934032984	-0.348	0.636072852079831	0.1646	0.1006	0.2273	1	0.1844	0.1844	0.164	0.993797843882383	1	13	3
C4	domain	Dermatologic	True	39	22.42	11	0.258	6.52	0.3847	0.3917	0.99400299850075	-0.951	0.829309458059738	0.183	0.1317	0.2334	0.996	0.1936	0.1928	0.506	0.982618429886171	1	14	3
C4	domain	Otologic	True	23	11.1	7	0.366	4.69	0.3845	0.3894	0.975512243878061	-0.872	0.80851078446752	0.1814	0.1256	0.236	0.973	0.1831	0.1782	0.573	0.927734817983304	1	15	3
C4	domain	Ophthalmic	True	50	28.34	8	0.197	6.37	0.3168	0.3081	1	-1.719	0.957180456538272	0.1026	0.0647	0.1402	0.868	0.1512	0.1312	0.235	0.999993612498137	1	16	3
C4	domain	Reproductive-perinatal	True	41	21.26	8	0.253	6.13	0.291	0.2808	1	-1.822	0.965751143195646	0.1209	0.0741	0.1673	0.797	0.1427	0.1137	0.306	0.999688503820073	1	17	3
C4	domain	Neoplasms	True	60	31.32	3	0.218	7.62	0.1603	0.161	1	-3.172	0.999244226264484	0.0499	0.008	0.0915	0.743	0.0922	0.0685	0.062	0.999999999999463	1	18	3
C4	domain	Congenital	True	4	3	0	0.17	1.34	0.065	0.1149	1	-2.596	0.99528328297432	0.0397	-0.05	0.1287	1	0.0395	0.0395	0	1	1	19	3
C4	domain	Unclassified	False	5	4	5	0.469	2.41	0.8731	0.8731	0.000999500249875062	1.856	0.0317343233628907	0.3213	0.2701	0.3708	1	0.3459	0.3459	Inf	0.014335056770095	0.00699650174912544		3
