cluster_label	level	category	eligible	n	n_eff	n_hit	rho_bar	vif	auc_abs	auc_signed	perm_p	vif_z	vif_p	pooled_rg	pooled_rg_ci_lo	pooled_rg_ci_hi	coherence	mean_abs_rg	mean_signed_rg	odds_ratio	fisher_p	q	rank	z_threshold
C4	domain	Quantitative	False	3	3	0	0.443	1.89	0.5188	0.4591	0.455272363818091	0.082	0.467426903652228	0.0814	0.042	0.1206	0.779	0.1013	0.0789	0	1	0.879651083549135		3
C5_sub0	domain	Cardiovascular	True	60	23.97	38	0.343	8.87	0.7496	0.7645	0.000499750124937531	2.159	0.0154234167977213	0.2518	0.2265	0.2767	1	0.2582	0.2582	4.236	1.36508802362895e-07	0.00262368815592204	1	3
C5_sub0	domain	Respiratory	True	56	21.4	32	0.472	10.63	0.6885	0.7091	0.000499750124937531	1.443	0.0745045363561194	0.2168	0.184	0.2491	1	0.2418	0.2418	3.167	3.62410615905048e-05	0.00262368815592204	2	3
C5_sub0	domain	Musculoskeletal	True	110	43.19	57	0.399	17.85	0.6883	0.7013	0.000499750124937531	1.5	0.066769124883338	0.2347	0.2066	0.2623	0.958	0.2147	0.2058	2.725	1.5210639264386e-06	0.00262368815592204	3	3
C5_sub0	domain	Endocrine-metabolic	True	42	20.48	21	0.252	5.9	0.6079	0.6189	0.0129935032483758	0.969	0.166172734770962	0.2079	0.176	0.2394	0.94	0.2647	0.2487	2.273	0.00818544604413263	0.0454772613693153	4	3
C5_sub0	domain	Medication-use	True	8	6	5	0.28	2.4	0.7167	0.6832	0.0194902548725637	1.363	0.0864956787122784	0.2715	0.2346	0.3077	0.886	0.2498	0.2213	3.663	0.0702423064348244	0.0584707646176912	5	3
C5_sub0	domain	Dermatologic	True	39	22.42	15	0.258	6.52	0.5613	0.5621	0.106446776611694	0.506	0.306502271318372	0.1668	0.1291	0.2041	0.913	0.211	0.1925	1.376	0.218418205342273	0.279422788605697	6	3
C5_sub0	domain	Immune-blood	True	9	6	1	0.472	3.36	0.5358	0.5707	0.345327336331834	0.202	0.420112879323878	0.1473	0.1007	0.1932	1	0.1806	0.1806	0.268	0.967888464435424	0.80576378477428	7	3
C5_sub0	domain	Neurological	True	39	22.43	10	0.233	6	0.4724	0.4852	0.728635682158921	-0.237	0.593734152795051	0.1638	0.1324	0.1949	0.826	0.1636	0.1351	0.736	0.84060576349047	1	8	3
C5_sub0	domain	Infectious	True	13	8.15	4	0.316	3.26	0.4473	0.491	0.760119940029985	-0.362	0.641176651443635	0.1427	0.0893	0.1952	0.896	0.2173	0.1948	0.962	0.629304496041863	1	9	3
C5_sub0	domain	Reproductive-perinatal	True	41	21.26	14	0.253	6.13	0.4323	0.4642	0.923538230884558	-0.59	0.722405129781393	0.1382	0.1045	0.1716	0.843	0.1522	0.1282	1.13	0.418039517799742	1	10	3
C5_sub0	domain	Genitourinary	True	63	30.69	14	0.287	9.52	0.4211	0.4341	0.982508745627186	-0.673	0.749656283105694	0.1001	0.0683	0.1316	0.757	0.1445	0.1095	0.596	0.96795949453352	1	11	3
C5_sub0	domain	Otologic	True	23	11.1	5	0.366	4.69	0.4104	0.4549	0.924537731134433	-0.676	0.750605369301431	0.1182	0.0747	0.1612	0.881	0.1368	0.1205	0.593	0.899781599535783	1	12	3
C5_sub0	domain	Digestive	True	80	40.62	19	0.19	8.51	0.4091	0.3706	0.996501749125437	-0.914	0.819706589522899	0.0641	0.039	0.0892	0.558	0.1277	0.0713	0.647	0.959829908684567	1	13	3
C5_sub0	domain	Psychiatric	True	65	25.49	1	0.561	14.75	0.3565	0.3106	1	-0.999	0.841063205085801	0.0369	0.0033	0.0704	0.379	0.0945	0.0358	0.03	0.999999999994853	1	14	3
C5_sub0	domain	Alcohol-substance	True	5	3	0	0.739	2.48	0.3087	0.3641	0.933533233383308	-0.938	0.825817848165439	0.0628	0.01	0.1152	0.814	0.0738	0.0601	0	1	1	15	3
C5_sub0	domain	Neoplasms	True	60	31.32	6	0.218	7.62	0.3075	0.2714	1	-1.797	0.963859694729184	0.0035	-0.0255	0.0325	0.403	0.0905	0.0364	0.222	0.999990230236627	1	16	3
C5_sub0	domain	Injury	True	9	5.08	0	0.574	3.34	0.2731	0.2401	0.992003998000999	-1.283	0.900197005074383	0.0159	-0.0384	0.0701	0.071	0.0748	-0.0053	0	1	1	17	3
C5_sub0	domain	Ophthalmic	True	50	28.34	0	0.197	6.37	0.2408	0.2299	1	-2.432	0.992497308921667	0.009	-0.0181	0.0361	0.1	0.062	0.0062	0	1	1	18	3
C5_sub0	domain	Congenital	True	4	3	0	0.17	1.34	0.0989	0.1889	0.999500249875062	-2.393	0.991654722997715	-0.0092	-0.0733	0.0549	0.496	0.0347	-0.0172	0	1	1	19	3
C5_sub0	domain	Unclassified	False	5	4	4	0.469	2.41	0.8818	0.8823	0.000499750124937531	1.899	0.0287650100231563	0.2476	0.2156	0.279	1	0.2498	0.2498	8.787	0.0367420961056077	0.00262368815592204		3
C5_sub0	domain	Quantitative	False	3	3	2	0.443	1.89	0.9314	0.9314	0.00199900049975013	1.88	0.0300533421320404	0.2473	0.1965	0.2968	1	0.583	0.583	4.358	0.236054919808175	0.00839580209895053		3
C5_sub1	domain	Cardiovascular	True	60	23.97	44	0.343	8.87	0.762	0.7669	0.000499750124937531	2.266	0.0117186677235673	0.3047	0.2667	0.3418	1	0.4264	0.4264	5.355	2.70842421381012e-09	0.00262368815592204	1	3
C5_sub1	domain	Respiratory	True	56	21.4	32	0.472	10.63	0.6559	0.6633	0.000499750124937531	1.193	0.116348835625622	0.2212	0.1878	0.2541	0.998	0.2347	0.2342	2.434	0.00114067140721632	0.00262368815592204	2	3
C5_sub1	domain	Musculoskeletal	True	110	43.19	59	0.399	17.85	0.6493	0.6519	0.000499750124937531	1.19	0.117108431708758	0.2301	0.2002	0.2596	0.983	0.2217	0.2178	2.224	8.9378317173997e-05	0.00262368815592204	3	3
C5_sub1	domain	Endocrine-metabolic	True	42	20.48	24	0.252	5.9	0.6395	0.6381	0.00199900049975013	1.254	0.104999224244933	0.281	0.2445	0.3168	0.975	0.3492	0.3403	2.391	0.00496474305271211	0.00839580209895053	4	3
C5_sub1	domain	Medication-use	True	8	6	4	0.28	2.4	0.6129	0.6236	0.146426786606697	0.71	0.238802901547034	0.2781	0.2361	0.3189	0.979	0.2768	0.271	1.717	0.335540617097742	0.43928035982009	5	3
C5_sub1	domain	Immune-blood	True	9	6	4	0.472	3.36	0.5697	0.5776	0.24487756121939	0.393	0.34726093800393	0.21	0.153	0.2656	1	0.2335	0.2335	1.371	0.440047758744069	0.571380976178577	6	3
C5_sub1	domain	Neurological	True	39	22.43	16	0.233	6	0.5338	0.5345	0.23488255872064	0.29	0.385759151363566	0.2399	0.2076	0.2718	0.941	0.2058	0.1936	1.198	0.350959619091663	0.571380976178577	7	3
C5_sub1	domain	Psychiatric	True	65	25.49	20	0.561	14.75	0.5188	0.5064	0.297851074462769	0.131	0.447994734268633	0.1736	0.1345	0.2121	0.897	0.1788	0.1604	0.741	0.888086537042652	0.625487256371814	8	3
C5_sub1	domain	Infectious	True	13	8.15	6	0.316	3.26	0.5274	0.5135	0.355322338830585	0.188	0.425446053371018	0.2401	0.1837	0.295	0.882	0.2395	0.2112	1.473	0.336186952517379	0.678342646858389	9	3
C5_sub1	domain	Alcohol-substance	True	5	3	2	0.739	2.48	0.5062	0.5172	0.484757621189405	0.03	0.487965960809658	0.1859	0.1265	0.244	1	0.1722	0.1722	1.139	0.608830993636782	0.848325837081459	10	3
C5_sub1	domain	Reproductive-perinatal	True	41	21.26	14	0.253	6.13	0.4879	0.4699	0.602198900549725	-0.105	0.541982223291454	0.1719	0.1329	0.2103	0.86	0.2158	0.1857	0.879	0.704440823183245	0.972782839349556	11	3
C5_sub1	domain	Genitourinary	True	63	30.69	20	0.287	9.52	0.4292	0.4412	0.970514742628686	-0.605	0.727372270306032	0.1465	0.1118	0.1809	0.925	0.1602	0.1482	0.779	0.848002371787365	1	12	3
C5_sub1	domain	Dermatologic	True	39	22.42	11	0.258	6.52	0.4215	0.43	0.945527236381809	-0.648	0.741570030461264	0.1474	0.1055	0.1888	0.952	0.1708	0.1626	0.658	0.910388763184353	1	13	3
C5_sub1	domain	Digestive	True	80	40.62	19	0.19	8.51	0.4027	0.3985	0.997501249375312	-0.978	0.835984128509456	0.1162	0.0875	0.1447	0.862	0.1504	0.1297	0.499	0.997260129354439	1	14	3
C5_sub1	domain	Injury	True	9	5.08	1	0.574	3.34	0.3359	0.3655	0.958020989505247	-0.927	0.823143249453995	0.1115	0.0526	0.1697	0.981	0.1161	0.1139	0.211	0.984659432010102	1	15	3
C5_sub1	domain	Otologic	True	23	11.1	2	0.366	4.69	0.3084	0.3252	1	-1.447	0.926011190050296	0.1062	0.059	0.1529	0.91	0.1121	0.102	0.157	0.999691788152856	1	16	3
C5_sub1	domain	Ophthalmic	True	50	28.34	3	0.197	6.37	0.2662	0.2933	1	-2.194	0.985883324594616	0.0791	0.0471	0.1108	0.884	0.0895	0.079	0.1	0.999999979775512	1	17	3
C5_sub1	domain	Neoplasms	True	60	31.32	2	0.218	7.62	0.1939	0.1628	1	-2.858	0.997871151108437	0.0082	-0.0251	0.0414	0.346	0.072	0.0249	0.052	0.999999999990412	1	18	3
C5_sub1	domain	Congenital	True	4	3	0	0.17	1.34	0.1626	0.2343	0.992003998000999	-2.013	0.977959974544403	0.0593	-0.0095	0.1276	0.922	0.071	0.0654	0	1	1	19	3
C5_sub1	domain	Unclassified	False	5	4	5	0.469	2.41	0.9013	0.9013	0.000499750124937531	1.996	0.0229559535626227	0.2824	0.2476	0.3164	1	0.3066	0.3066	Inf	0.00673179666942855	0.00262368815592204		3
C5_sub1	domain	Quantitative	False	3	3	2	0.443	1.89	0.8491	0.6304	0.0189905047476262	1.521	0.0640708760169598	0.1334	0.0956	0.1708	0.711	0.2452	0.1742	3.431	0.308359330993544	0.0664667666166917		3
C6_sub0	domain	Respiratory	True	56	21.4	54	0.472	10.63	0.7803	0.7805	0.000499750124937531	2.146	0.0159553898822272	0.4615	0.4255	0.4961	1	0.4972	0.4972	16.643	3.69032060116608e-09	0.00349825087456272	1	3
C6_sub0	domain	Musculoskeletal	True	110	43.19	94	0.399	17.85	0.6779	0.6811	0.000499750124937531	1.418	0.0781154313371007	0.366	0.3365	0.3948	0.997	0.3834	0.3824	3.774	1.19546050578767e-07	0.00349825087456272	2	3
C6_sub0	domain	Psychiatric	True	65	25.49	51	0.561	14.75	0.5954	0.5991	0.00449775112443778	0.664	0.253422060232668	0.3787	0.3374	0.4186	0.986	0.3772	0.3718	2.134	0.00785965465535027	0.0236131934032984	3	3
C6_sub0	domain	Cardiovascular	True	60	23.97	44	0.343	8.87	0.5958	0.5989	0.00749625187406297	0.828	0.203705468347727	0.3018	0.2766	0.3266	1	0.2993	0.2993	1.575	0.0827358677147562	0.0314842578710645	4	3
C6_sub0	domain	Medication-use	True	8	6	6	0.28	2.4	0.68	0.6591	0.0379810094952524	1.132	0.128816183877134	0.4081	0.3702	0.4447	0.92	0.3926	0.361	1.671	0.411202409743166	0.132933533233383	5	3
C6_sub0	domain	Alcohol-substance	True	5	3	5	0.739	2.48	0.5895	0.5895	0.237881059470265	0.439	0.330434418063304	0.3562	0.3005	0.4095	1	0.3469	0.3469	Inf	0.109402204728547	0.467493525964291	6	3
C6_sub0	domain	Immune-blood	True	9	6	8	0.472	3.36	0.5673	0.5676	0.24487756121939	0.379	0.352337670144147	0.3162	0.2695	0.3615	1	0.3199	0.3199	4.491	0.111652538354471	0.467493525964291	7	3
C6_sub0	domain	Neurological	True	39	22.43	25	0.233	6	0.539	0.5404	0.213393303348326	0.336	0.368462144849024	0.3432	0.3101	0.3755	0.969	0.3354	0.325	0.99	0.58548080325971	0.467493525964291	8	3
C6_sub0	domain	Endocrine-metabolic	True	42	20.48	28	0.252	5.9	0.5364	0.5458	0.209395302348826	0.327	0.371808130484861	0.3347	0.3055	0.3632	0.996	0.3172	0.3158	1.115	0.442371368364582	0.467493525964291	9	3
C6_sub0	domain	Infectious	True	13	8.15	10	0.316	3.26	0.5413	0.5347	0.288355822088956	0.283	0.388590038635331	0.3824	0.3298	0.4326	0.931	0.3836	0.3572	1.865	0.25957536825623	0.504622688655672	10	3
C6_sub0	domain	Dermatologic	True	39	22.42	28	0.258	6.52	0.454	0.4526	0.836581709145427	-0.38	0.647862025895168	0.2884	0.2479	0.3278	0.97	0.3087	0.2995	1.435	0.205717296514947	1	11	3
C6_sub0	domain	Digestive	True	80	40.62	47	0.19	8.51	0.4397	0.4474	0.960019990004998	-0.607	0.728015980270551	0.2356	0.2085	0.2623	0.971	0.2675	0.2597	0.768	0.888567421809139	1	12	3
C6_sub0	domain	Genitourinary	True	63	30.69	31	0.287	9.52	0.4181	0.4293	0.986506746626687	-0.7	0.757940017476258	0.242	0.2087	0.2748	0.995	0.254	0.2528	0.507	0.996545211296605	1	13	3
C6_sub0	domain	Injury	True	9	5.08	6	0.574	3.34	0.3877	0.3925	0.860569715142429	-0.634	0.737109264449387	0.2058	0.1546	0.256	1	0.2266	0.2266	1.11	0.592319094447967	1	14	3
C6_sub0	domain	Otologic	True	23	11.1	15	0.366	4.69	0.3771	0.3833	0.978010994502749	-0.928	0.823295714034858	0.2341	0.1908	0.2764	0.983	0.2471	0.2429	1.041	0.559726593351105	1	15	3
C6_sub0	domain	Reproductive-perinatal	True	41	21.26	22	0.253	6.13	0.3526	0.3641	1	-1.285	0.900579411240696	0.2048	0.1696	0.2396	0.942	0.224	0.2109	0.626	0.946854367738617	1	16	3
C6_sub0	domain	Ophthalmic	True	50	28.34	15	0.197	6.37	0.2678	0.282	1	-2.179	0.985332840529892	0.1325	0.1037	0.1612	0.935	0.1674	0.1565	0.214	0.99999992877221	1	17	3
C6_sub0	domain	Neoplasms	True	60	31.32	8	0.218	7.62	0.1779	0.1174	1	-3.008	0.998685255264138	0.0039	-0.0277	0.0355	0.309	0.1295	0.04	0.071	1	1	18	3
C6_sub0	domain	Congenital	True	4	3	0	0.17	1.34	0.0759	0.1031	1	-2.531	0.994312902278427	0.0265	-0.0374	0.0902	0.378	0.0626	0.0237	0	1	1	19	3
C6_sub0	domain	Unclassified	False	5	4	5	0.469	2.41	0.9067	0.9067	0.000499750124937531	2.023	0.0215371716437844	0.4507	0.4118	0.488	1	0.4731	0.4731	Inf	0.109402204728547	0.00349825087456272		3
C6_sub0	domain	Quantitative	False	3	3	2	0.443	1.89	0.6735	0.6402	0.162418790604698	0.756	0.224797298085737	0.2042	0.1721	0.2359	0.911	0.2558	0.2331	1.109	0.709333458839279	0.467493525964291		3
C6_sub1	domain	Psychiatric	True	65	25.49	49	0.561	14.75	0.7876	0.7911	0.000499750124937531	2.002	0.022635051382438	0.4034	0.3557	0.449	0.998	0.3986	0.3979	8.482	8.11958490749391e-15	0.00349825087456272	1	3
C6_sub1	domain	Respiratory	True	56	21.4	27	0.472	10.63	0.6397	0.643	0.000499750124937531	1.069	0.142468624268084	0.2229	0.1857	0.2596	0.999	0.22	0.2198	2.255	0.00307288631674471	0.00349825087456272	2	3
C6_sub1	domain	Musculoskeletal	True	110	43.19	44	0.399	17.85	0.6103	0.6111	0.00149925037481259	0.879	0.18962797628153	0.1868	0.1556	0.2176	0.972	0.2061	0.2004	1.629	0.0150163387719511	0.00787106446776612	3	3
C6_sub1	domain	Alcohol-substance	True	5	3	4	0.739	2.48	0.7677	0.7677	0.0139930034982509	1.312	0.0946975618132982	0.3431	0.2837	0.3999	1	0.3277	0.3277	9.22	0.0325512435639753	0.0587706146926537	4	3
C6_sub1	domain	Digestive	True	80	40.62	27	0.19	8.51	0.5586	0.5657	0.0389805097451274	0.59	0.277694294538747	0.1777	0.1495	0.2057	0.998	0.199	0.1986	1.177	0.29734658223569	0.136431784107946	5	3
C6_sub1	domain	Genitourinary	True	63	30.69	19	0.287	9.52	0.5411	0.5468	0.149925037481259	0.351	0.362910247407953	0.1947	0.1581	0.2307	0.993	0.199	0.1976	0.979	0.579970491128185	0.449775112443778	6	3
C6_sub1	domain	Medication-use	True	8	6	3	0.28	2.4	0.5569	0.5661	0.306346826586707	0.358	0.36012894298191	0.194	0.1524	0.235	0.974	0.169	0.1646	1.367	0.462998076162594	0.804160419790105	7	3
C6_sub1	domain	Neurological	True	39	22.43	16	0.233	6	0.5162	0.5237	0.376811594202899	0.139	0.444731090323979	0.2055	0.168	0.2423	0.978	0.1988	0.1943	1.621	0.102934478925389	0.855322338830585	8	3
C6_sub1	domain	Infectious	True	13	8.15	6	0.316	3.26	0.5147	0.5024	0.407296351824088	0.101	0.459708719590739	0.239	0.1754	0.3006	0.919	0.2328	0.2139	1.971	0.1756004483051	0.855322338830585	9	3
C6_sub1	domain	Immune-blood	True	9	6	2	0.472	3.36	0.4812	0.4895	0.578210894552724	-0.106	0.542066352026531	0.1769	0.1259	0.2269	1	0.1685	0.1685	0.646	0.815583580521924	1	10	3
C6_sub1	domain	Injury	True	9	5.08	1	0.574	3.34	0.4779	0.481	0.590204897551224	-0.125	0.549590110093079	0.1698	0.107	0.2312	1	0.1667	0.1667	0.281	0.963280824152864	1	11	3
C6_sub1	domain	Endocrine-metabolic	True	42	20.48	11	0.252	5.9	0.4754	0.4841	0.734132933533233	-0.221	0.587387074540745	0.1601	0.1287	0.1912	0.958	0.1529	0.1465	0.796	0.787616190122278	1	12	3
C6_sub1	domain	Cardiovascular	True	60	23.97	4	0.343	8.87	0.4329	0.438	0.962518740629685	-0.58	0.719069657954675	0.1197	0.0933	0.1459	0.953	0.1106	0.1054	0.148	0.999999515377567	1	13	3
C6_sub1	domain	Otologic	True	23	11.1	7	0.366	4.69	0.4225	0.4346	0.896551724137931	-0.585	0.720746646600536	0.1643	0.1134	0.2144	0.995	0.1591	0.1584	0.993	0.585603135070694	1	14	3
C6_sub1	domain	Dermatologic	True	39	22.42	3	0.258	6.52	0.3515	0.3661	1	-1.226	0.889853984194094	0.1242	0.0816	0.1663	0.984	0.1296	0.1275	0.179	0.999921033692084	1	15	3
C6_sub1	domain	Reproductive-perinatal	True	41	21.26	8	0.253	6.13	0.3104	0.321	1	-1.653	0.950820416066095	0.1111	0.073	0.1488	0.883	0.1117	0.0987	0.535	0.96482404158132	1	16	3
C6_sub1	domain	Ophthalmic	True	50	28.34	3	0.197	6.37	0.2854	0.2885	1	-2.014	0.977996429970568	0.0685	0.0385	0.0984	0.874	0.0935	0.0817	0.134	0.999998208054162	1	17	3
C6_sub1	domain	Neoplasms	True	60	31.32	1	0.218	7.62	0.2382	0.1763	1	-2.445	0.992756896229002	0.0209	-0.0108	0.0526	0.4	0.0911	0.0364	0.034	0.999999999892407	1	18	3
C6_sub1	domain	Congenital	True	4	3	0	0.17	1.34	0.138	0.1761	0.997001499250375	-2.16	0.984629628101651	0.0487	-0.0225	0.1194	0.848	0.0553	0.0468	0	1	1	19	3
C6_sub1	domain	Unclassified	False	5	4	5	0.469	2.41	0.9205	0.9205	0.000499750124937531	2.092	0.0182252097460352	0.2652	0.2254	0.304	1	0.2857	0.2857	Inf	0.00259442535666943	0.00349825087456272		3
C6_sub1	domain	Quantitative	False	3	3	0	0.443	1.89	0.3414	0.2379	0.814592703648176	-0.691	0.755239523286101	0.0111	-0.0206	0.0427	0.466	0.0446	0.0208	0	1	1		3
noise_re0	domain	Cardiovascular	True	60	23.97	42	0.343	8.87	0.8077	0.8139	0.000499750124937531	2.662	0.00388200874408348	0.3417	0.3072	0.3753	1	0.3717	0.3717	8.87	1.04065071162183e-14	0.00262368815592204	1	3
noise_re0	domain	Endocrine-metabolic	True	42	20.48	21	0.252	5.9	0.7086	0.7173	0.000499750124937531	1.875	0.0304241403912062	0.3001	0.2639	0.3355	1	0.304	0.304	3.32	0.000219674583757495	0.00262368815592204	2	3
noise_re0	domain	Respiratory	True	56	21.4	22	0.472	10.63	0.6447	0.6597	0.000499750124937531	1.108	0.133987600608685	0.1874	0.1507	0.2237	0.998	0.2019	0.2015	2.111	0.00824021365247335	0.00262368815592204	3	3
noise_re0	domain	Musculoskeletal	True	110	43.19	39	0.399	17.85	0.6356	0.6388	0.000499750124937531	1.081	0.13995611247915	0.1801	0.1477	0.2122	0.968	0.1778	0.1721	1.858	0.00390882308513984	0.00262368815592204	4	3
noise_re0	domain	Medication-use	True	8	6	3	0.28	2.4	0.6145	0.6348	0.154422788605697	0.72	0.235677908952277	0.2196	0.1747	0.2635	0.992	0.2343	0.2325	1.854	0.31072585352448	0.405359820089955	5	3
noise_re0	domain	Immune-blood	True	9	6	4	0.472	3.36	0.6035	0.6143	0.135432283858071	0.583	0.279932904978136	0.1843	0.1249	0.2423	1	0.2101	0.2101	2.485	0.156862955294071	0.405359820089955	6	3
noise_re0	domain	Infectious	True	13	8.15	5	0.316	3.26	0.5176	0.494	0.413793103448276	0.121	0.451849103107323	0.1782	0.1194	0.2358	0.789	0.2008	0.1585	1.941	0.194071215663615	0.96551724137931	7	3
noise_re0	domain	Neurological	True	39	22.43	9	0.233	6	0.5005	0.5203	0.508245877061469	0.004	0.498348394847722	0.1984	0.1639	0.2323	0.952	0.164	0.1561	0.916	0.651601301918601	1	8	3
noise_re0	domain	Dermatologic	True	39	22.42	7	0.258	6.52	0.4792	0.5009	0.679660169915043	-0.172	0.568132760411324	0.1535	0.1072	0.1992	0.982	0.1701	0.1671	0.659	0.88357509888111	1	9	3
noise_re0	domain	Reproductive-perinatal	True	41	21.26	11	0.253	6.13	0.4725	0.4479	0.733133433283358	-0.24	0.594724333858015	0.1281	0.086	0.1697	0.829	0.1907	0.1581	1.132	0.427031050050156	1	10	3
noise_re0	domain	Genitourinary	True	63	30.69	15	0.287	9.52	0.4504	0.4788	0.904547726136932	-0.424	0.664183385381368	0.1316	0.0945	0.1684	0.956	0.1471	0.1406	0.955	0.610778556363216	1	11	3
noise_re0	domain	Psychiatric	True	65	25.49	2	0.561	14.75	0.4444	0.4623	0.931034482758621	-0.387	0.650615405862029	0.1135	0.0737	0.153	0.942	0.1169	0.1102	0.088	0.999999893537178	1	12	3
noise_re0	domain	Digestive	True	80	40.62	8	0.19	8.51	0.3434	0.3536	1	-1.575	0.942342384106223	0.0813	0.0509	0.1116	0.804	0.1042	0.0837	0.312	0.999853353665634	1	13	3
noise_re0	domain	Otologic	True	23	11.1	0	0.366	4.69	0.3122	0.3123	0.999000499750125	-1.418	0.921945111988152	0.0732	0.0214	0.1245	0.743	0.0987	0.0733	0	1	1	14	3
noise_re0	domain	Ophthalmic	True	50	28.34	2	0.197	6.37	0.3085	0.3293	1	-1.797	0.963852014593436	0.0692	0.0352	0.103	0.877	0.0851	0.0747	0.119	0.999991801762405	1	15	3
noise_re0	domain	Neoplasms	True	60	31.32	0	0.218	7.62	0.2704	0.1501	1	-2.144	0.983993043887839	-0.0188	-0.0539	0.0164	0.036	0.0788	-0.0029	0	1	1	16	3
noise_re0	domain	Congenital	True	4	3	0	0.17	1.34	0.2551	0.3217	0.952023988005997	-1.461	0.928031656036109	0.0832	0.0099	0.1557	1	0.088	0.088	0	1	1	17	3
noise_re0	domain	Alcohol-substance	True	5	3	0	0.739	2.48	0.2415	0.2508	0.973013493253373	-1.267	0.897443170242707	0.0475	-0.0127	0.1073	0.398	0.0549	0.0219	0	1	1	18	3
noise_re0	domain	Injury	True	9	5.08	0	0.574	3.34	0.1996	0.2331	0.999500249875062	-1.698	0.955229563822486	0.04	-0.0217	0.1014	0.574	0.0507	0.0291	0	1	1	19	3
noise_re0	domain	Unclassified	False	5	4	1	0.469	2.41	0.7623	0.7641	0.0209895052473763	1.305	0.0959692768049877	0.1377	0.1011	0.1739	1	0.1813	0.1813	0.766	0.75708823383202	0.0734632683658171		3
noise_re0	domain	Quantitative	False	3	3	2	0.443	1.89	0.8917	0.6556	0.00449775112443778	1.707	0.0438884954363031	0.1723	0.1303	0.2136	0.793	0.3109	0.2465	6.188	0.151256976910392	0.0188905547226387		3
noise_re1	domain	Respiratory	True	56	21.4	51	0.472	10.63	0.7562	0.7562	0.000499750124937531	1.961	0.0249178016130751	0.435	0.4006	0.4682	1	0.4747	0.4747	5.487	1.31593137938961e-05	0.00524737631184408	1	3
noise_re1	domain	Musculoskeletal	True	110	43.19	98	0.399	17.85	0.7143	0.7151	0.000499750124937531	1.708	0.0438496784979589	0.4176	0.3829	0.4512	0.998	0.4671	0.4663	4.743	8.59708394529735e-09	0.00524737631184408	2	3
noise_re1	domain	Psychiatric	True	65	25.49	53	0.561	14.75	0.5711	0.5659	0.0389805097451274	0.495	0.310315300021532	0.3883	0.3421	0.4326	0.967	0.3939	0.3809	2.321	0.00497609748448735	0.204647676161919	3	3
noise_re1	domain	Medication-use	True	8	6	7	0.28	2.4	0.6671	0.6525	0.0599700149925037	1.051	0.146612035101603	0.3816	0.3407	0.421	0.93	0.4009	0.3729	3.5	0.197193878052128	0.251874062968516	4	3
noise_re1	domain	Neurological	True	39	22.43	29	0.233	6	0.5606	0.5618	0.101949025487256	0.521	0.301064705839107	0.3865	0.351	0.4208	0.987	0.3767	0.3716	1.462	0.201033050536955	0.356821589205397	5	3
noise_re1	domain	Alcohol-substance	True	5	3	4	0.739	2.48	0.5392	0.5392	0.381309345327336	0.192	0.423741792356432	0.3819	0.3181	0.4423	1	0.3543	0.3543	1.988	0.464694422225631	0.903714809262036	6	3
noise_re1	domain	Genitourinary	True	63	30.69	46	0.287	9.52	0.5105	0.5112	0.387306346826587	0.09	0.464322408233849	0.3363	0.2984	0.3732	1	0.3533	0.3533	1.373	0.174119702461338	0.903714809262036	7	3
noise_re1	domain	Cardiovascular	True	60	23.97	37	0.343	8.87	0.4992	0.5001	0.504747626186907	-0.007	0.502697348873869	0.2662	0.2395	0.2925	1	0.2546	0.2546	0.781	0.849616867061492	0.983644541365681	8	3
noise_re1	domain	Infectious	True	13	8.15	10	0.316	3.26	0.4968	0.4962	0.515242378810595	-0.022	0.508725795281271	0.3583	0.3001	0.4138	0.98	0.3898	0.382	1.663	0.326558213331447	0.983644541365681	9	3
noise_re1	domain	Immune-blood	True	9	6	6	0.472	3.36	0.4792	0.4804	0.594702648675662	-0.117	0.546542528847015	0.2717	0.2235	0.3185	1	0.2798	0.2798	0.99	0.656070119956455	1	10	3
noise_re1	domain	Digestive	True	80	40.62	51	0.19	8.51	0.4763	0.4793	0.738630684657671	-0.239	0.594358304111268	0.2848	0.2537	0.3153	0.986	0.3323	0.3278	0.857	0.775616079737601	1	11	3
noise_re1	domain	Endocrine-metabolic	True	42	20.48	25	0.252	5.9	0.4684	0.4626	0.750124937531234	-0.284	0.611749374464948	0.2763	0.2466	0.3055	0.95	0.2795	0.2655	0.715	0.885598432318568	1	12	3
noise_re1	domain	Injury	True	9	5.08	6	0.574	3.34	0.4669	0.4669	0.638180909545227	-0.187	0.574145668715009	0.254	0.1996	0.3069	1	0.298	0.298	0.99	0.656070119956455	1	13	3
noise_re1	domain	Otologic	True	23	11.1	18	0.366	4.69	0.4457	0.4483	0.822588705647176	-0.41	0.65915051966325	0.2996	0.2546	0.3433	1	0.315	0.315	1.811	0.171099494330442	1	14	3
noise_re1	domain	Dermatologic	True	39	22.42	28	0.258	6.52	0.4163	0.4211	0.958520739630185	-0.691	0.755226011280281	0.2892	0.2474	0.3299	0.999	0.3009	0.3006	1.275	0.315566104137586	1	15	3
