cluster_label	level	category	eligible	n	n_eff	n_hit	rho_bar	vif	auc_abs	auc_signed	perm_p	vif_z	vif_p	pooled_rg	pooled_rg_ci_lo	pooled_rg_ci_hi	coherence	mean_abs_rg	mean_signed_rg	odds_ratio	fisher_p	q	rank
C5_sub1	native	XII Diseases of the skin and subcutaneous tissue (L12_)	True	22	12.27	7	0.34	4.83	0.3745	0.3915	0.972513743128436	-0.911	0.818750670023314	0.143	0.1016	0.1839	1	0.1538	0.1538	0.58	0.921712667640469	1	22
C5_sub1	native	Comorbidities of Asthma	True	4	3	1	0.627	2.25	0.3536	0.3835	0.839580209895052	-0.673	0.749513070056187	0.1762	0.1163	0.2348	1	0.154	0.154	0.42	0.903344945754254	1	23
C5_sub1	native	II Neoplasms from hospital discharges (CD2_)	True	12	7.13	1	0.326	3	0.2947	0.2868	0.997001499250375	-1.407	0.920331882255097	0.0956	0.0507	0.1402	0.771	0.1229	0.0948	0.112	0.999153094310309	1	24
C5_sub1	native	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	True	9	5.08	1	0.574	3.34	0.2696	0.2953	0.992503748125937	-1.3	0.903171376323408	0.1115	0.0526	0.1697	0.981	0.1161	0.1139	0.155	0.994944463774402	1	25
C5_sub1	native	VIII Diseases of the ear and mastoid process (H8_)	True	16	8.31	2	0.373	3.72	0.269	0.2781	1	-1.635	0.94902729791559	0.1063	0.0597	0.1524	0.873	0.1138	0.0994	0.175	0.998908683692438	1	26
C5_sub1	native	Gastrointestinal endpoints	True	11	6.23	1	0.499	3.61	0.2637	0.2883	0.999000499750125	-1.415	0.921432603912119	0.0892	0.0374	0.1406	0.946	0.1164	0.1101	0.123	0.998461584160012	1	27
C5_sub1	native	VII Diseases of the eye and adnexa (H7_)	True	36	19.85	3	0.203	4.82	0.2197	0.2391	1	-2.571	0.994926048319293	0.076	0.0448	0.107	0.841	0.0883	0.0743	0.105	0.99999982841462	1	28
C5_sub1	native	II Neoplasms, from cancer register (ICD-O-3)	True	23	12.12	0	0.302	4.36	0.1467	0.0793	1	-2.756	0.997075159241289	-0.0284	-0.0615	0.0047	0.207	0.0541	-0.0112	0	1	1	29
C5_sub1	native	Miscellaneous, not yet classified endpoints	False	5	4	5	0.469	2.41	0.8763	0.8763	0.000499750124937531	1.87	0.0307451431448748	0.2824	0.2476	0.3164	1	0.3066	0.3066	Inf	0.0163914683177259	0.00387306346826587	
C5_sub1	native	Quantitative endpoints	False	3	3	2	0.443	1.89	0.8123	0.6196	0.0289855072463768	1.36	0.0869149686420078	0.1334	0.0956	0.1708	0.711	0.2452	0.1742	2.543	0.412243500357116	0.128364389233954	
C6_sub0	native	X Diseases of the respiratory system (J10_)	True	28	11.58	27	0.467	5.95	0.7067	0.707	0.000499750124937531	1.516	0.0647087413466895	0.4371	0.4005	0.4724	1	0.4743	0.4743	10.998	0.00107661615216605	0.00774612693653173	1
C6_sub0	native	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	True	83	32.95	77	0.497	16.9	0.7046	0.705	0.000499750124937531	1.458	0.0724337019947173	0.3888	0.3578	0.4189	1	0.4207	0.4207	5.775	7.3553336251433e-07	0.00774612693653173	2
C6_sub0	native	Asthma and related endpoints	True	10	3.05	10	0.804	2.65	0.8067	0.8067	0.000999500249875062	2.046	0.0203590594422875	0.5715	0.5283	0.6118	1	0.5768	0.5768	Inf	0.0375564822029922	0.010328169248709	3
C6_sub0	native	Interstitial lung disease endpoints	True	3	2	3	0.554	1.55	0.9097	0.9097	0.00299850074962519	1.965	0.0246792444281145	0.571	0.519	0.6189	1	0.6042	0.6042	Inf	0.376138300343284	0.0185907046476762	4
C6_sub0	native	Psychiatric endpoints from Katri Räikkönen	True	12	4.23	10	0.726	3.35	0.6828	0.6835	0.0119940029985007	1.186	0.117839314853312	0.4348	0.3966	0.4715	1	0.4265	0.4265	1.944	0.30757040653823	0.0619690154922539	5
C6_sub0	native	Drug purchase endpoints	True	7	5	6	0.378	2.51	0.7083	0.7083	0.0289855072463768	1.196	0.115771479776732	0.4475	0.4085	0.4848	1	0.4306	0.4306	2.325	0.377377298486608	0.128364389233954	6
C6_sub0	native	Cardiometabolic endpoints	True	6	3	6	0.655	2.31	0.7003	0.7003	0.0449775112443778	1.112	0.133036212849648	0.4124	0.3734	0.4499	1	0.3895	0.3895	Inf	0.140665215801791	0.174287856071964	7
C6_sub0	native	COPD and related endpoints	True	3	2	3	0.656	1.66	0.742	0.742	0.0749625187406297	1.124	0.130463720275171	0.4943	0.4328	0.5513	1	0.5136	0.5136	Inf	0.376138300343284	0.232383808095952	8
C6_sub0	native	I Certain infectious and parasitic diseases (AB1_)	True	5	4	5	0.495	2.48	0.6953	0.6953	0.0689655172413793	0.955	0.169712403848833	0.4641	0.4069	0.5177	1	0.464	0.464	Inf	0.195368355280265	0.232383808095952	9
C6_sub0	native	V Mental and behavioural disorders (F5_)	True	39	13.93	31	0.601	8.77	0.5634	0.5654	0.095952023988006	0.447	0.327301802285152	0.3736	0.3341	0.4119	0.98	0.3859	0.3781	1.527	0.196394023730877	0.270410249420744	10
C6_sub0	native	Comorbidities of Asthma	True	4	3	4	0.627	2.25	0.6622	0.6622	0.141429285357321	0.746	0.227952384633277	0.4493	0.3821	0.5117	1	0.4737	0.4737	Inf	0.271169472340507	0.363472110098797	11
C6_sub0	native	IV Endocrine, nutritional and metabolic diseases (E4_)	True	23	12.31	17	0.284	4.21	0.5611	0.5628	0.152423788105947	0.485	0.313908579611537	0.3624	0.331	0.3929	1	0.3522	0.3522	1.093	0.534536680683203	0.363472110098797	12
C6_sub0	native	Diabetes endpoints	True	4	3	3	0.486	1.97	0.6439	0.6601	0.168915542228886	0.707	0.23969669547227	0.3873	0.348	0.4253	1	0.3173	0.3173	1.154	0.691044784351615	0.374027272078247	13
C6_sub0	native	VI Diseases of the nervous system (G6_)	True	26	15.29	19	0.278	4.97	0.5418	0.5422	0.230884557721139	0.324	0.373073755894535	0.351	0.3154	0.3857	0.966	0.3602	0.3478	1.045	0.561739438016142	0.421024781726784	14
C6_sub0	native	IX Diseases of the circulatory system (I9_)	True	49	21.41	36	0.311	7.34	0.5302	0.5326	0.230884557721139	0.259	0.397834113560791	0.2916	0.267	0.3157	1	0.2927	0.2927	1.07	0.494210719387002	0.421024781726784	15
C6_sub0	native	Alcohol related diseases	True	4	2	4	0.756	1.76	0.5537	0.5537	0.356821589205397	0.279	0.38996219817817	0.3574	0.3085	0.4045	1	0.3478	0.3478	Inf	0.271169472340507	0.614526070298184	16
C6_sub0	native	Neurological endpoints	True	4	4	2	0.127	1.38	0.473	0.4788	0.571714142928536	-0.159	0.563063354462183	0.3047	0.2634	0.3448	0.921	0.2649	0.244	0.382	0.932835050233873	0.932796759514979	17
C6_sub0	native	XI Diseases of the digestive system (K11_)	True	48	26.89	35	0.254	7.57	0.4819	0.4851	0.670664667666167	-0.151	0.560058929501	0.2615	0.2316	0.2908	0.991	0.3202	0.3172	1.038	0.531272081246338	1	18
C6_sub0	native	XII Diseases of the skin and subcutaneous tissue (L12_)	True	22	12.27	18	0.34	4.83	0.453	0.4499	0.769115442278861	-0.341	0.633469342142597	0.2988	0.2584	0.3381	0.976	0.3221	0.3145	1.761	0.22203478519904	1	19
C6_sub0	native	Rheuma endpoints	True	10	6.07	7	0.443	3.25	0.4202	0.4222	0.8055972013993	-0.481	0.684724164975148	0.2584	0.2131	0.3025	1	0.2929	0.2929	0.895	0.709059828734034	1	20
C6_sub0	native	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	True	7	5	6	0.457	2.83	0.409	0.4095	0.787106446776612	-0.493	0.688873796721334	0.2902	0.2331	0.3452	1	0.3102	0.3102	2.325	0.377377298486608	1	21
C6_sub0	native	XIV Diseases of the genitourinary system (N14_)	True	50	21.94	29	0.34	8.12	0.3967	0.4042	0.994502748625687	-0.85	0.802223956523603	0.251	0.2186	0.2828	0.995	0.2755	0.274	0.498	0.992471512110736	1	22
C6_sub0	native	VIII Diseases of the ear and mastoid process (H8_)	True	16	8.31	11	0.373	3.72	0.3303	0.3351	0.988505747126437	-1.201	0.885175964415982	0.2326	0.1901	0.2743	0.976	0.2476	0.2416	0.842	0.733161674253173	1	23
C6_sub0	native	XV Pregnancy, childbirth and the puerperium (O15_)	True	33	17.42	21	0.284	5.66	0.3133	0.3243	1	-1.517	0.935390428636451	0.2145	0.1784	0.25	0.956	0.2325	0.2224	0.656	0.906248677701548	1	24
C6_sub0	native	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	True	9	5.08	6	0.574	3.34	0.2983	0.3028	0.981509245377311	-1.138	0.872415154629026	0.2058	0.1546	0.256	1	0.2266	0.2266	0.766	0.780301679080595	1	25
C6_sub0	native	Gastrointestinal endpoints	True	11	6.23	4	0.499	3.61	0.2642	0.2718	0.995502248875562	-1.412	0.921028701369525	0.188	0.14	0.2352	1	0.201	0.201	0.212	0.997713772168721	1	26
C6_sub0	native	II Neoplasms from hospital discharges (CD2_)	True	12	7.13	6	0.326	3	0.2531	0.2478	0.999500249875062	-1.692	0.954717926180974	0.1589	0.1158	0.2015	0.85	0.2012	0.1709	0.376	0.975710114474063	1	27
C6_sub0	native	VII Diseases of the eye and adnexa (H7_)	True	36	19.85	13	0.203	4.82	0.2162	0.2315	1	-2.603	0.995379179258653	0.1324	0.104	0.1606	0.934	0.1666	0.1555	0.193	0.999999413391985	1	28
C6_sub0	native	II Neoplasms, from cancer register (ICD-O-3)	True	23	12.12	2	0.302	4.36	0.1183	0.0386	1	-2.978	0.998547221083203	-0.0595	-0.0906	-0.0283	0.364	0.0917	-0.0333	0.032	0.999999999996497	1	29
C6_sub0	native	Miscellaneous, not yet classified endpoints	False	5	4	5	0.469	2.41	0.8787	0.8787	0.00149925037481259	1.882	0.0299487425054083	0.4507	0.4118	0.488	1	0.4731	0.4731	Inf	0.195368355280265	0.0116191904047976	
C6_sub0	native	Quantitative endpoints	False	3	3	2	0.443	1.89	0.6478	0.6274	0.1984007996002	0.644	0.259842914359201	0.2042	0.1721	0.2359	0.911	0.2558	0.2331	0.768	0.811939917292744	0.410028319173747	
C6_sub1	native	Psychiatric endpoints from Katri Räikkönen	True	12	4.23	11	0.726	3.35	0.8748	0.8748	0.000499750124937531	2.431	0.0075293961008839	0.4548	0.4111	0.4964	1	0.4478	0.4478	19.769	0.000117493556386661	0.00387306346826587	1
C6_sub1	native	V Mental and behavioural disorders (F5_)	True	39	13.93	31	0.601	8.77	0.7868	0.789	0.000499750124937531	2.025	0.0214570910900673	0.4105	0.3645	0.4544	1	0.4169	0.4169	7.548	2.36705264462229e-08	0.00387306346826587	2
C6_sub1	native	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	True	83	32.95	43	0.497	16.9	0.6567	0.6577	0.000499750124937531	1.117	0.13200854057136	0.2053	0.1725	0.2376	1	0.2358	0.2358	2.042	0.00201078546347984	0.00387306346826587	3
C6_sub1	native	XI Diseases of the digestive system (K11_)	True	48	26.89	26	0.254	7.57	0.6128	0.6137	0.00499750124937531	0.943	0.1727591046668	0.1976	0.1661	0.2287	0.997	0.2424	0.2418	2.16	0.0082549941373637	0.0309845077461269	4
C6_sub1	native	Alcohol related diseases	True	4	2	4	0.756	1.76	0.8078	0.8078	0.0114942528735632	1.603	0.0544827365046527	0.3586	0.3067	0.4084	1	0.3624	0.3624	Inf	0.0181454053913718	0.0593869731800766	5
C6_sub1	native	X Diseases of the respiratory system (J10_)	True	28	11.58	16	0.467	5.95	0.6129	0.6143	0.0179910044977511	0.828	0.203801419553435	0.2276	0.19	0.2645	1	0.2271	0.2271	2.383	0.0204210059339831	0.0796744484900407	6
C6_sub1	native	Interstitial lung disease endpoints	True	3	2	3	0.554	1.55	0.8007	0.8007	0.039480259870065	1.442	0.0746175171300169	0.3303	0.2666	0.3911	1	0.3283	0.3283	Inf	0.0496524274800264	0.152986006996502	7
C6_sub1	native	Asthma and related endpoints	True	10	3.05	5	0.804	2.65	0.584	0.5874	0.178910544727636	0.561	0.287516543442403	0.2257	0.1824	0.2682	1	0.2121	0.2121	1.729	0.289308512347772	0.576311844077961	8
C6_sub1	native	IV Endocrine, nutritional and metabolic diseases (E4_)	True	23	12.31	9	0.284	4.21	0.5613	0.5676	0.185907046476762	0.487	0.31327817711828	0.1912	0.1593	0.2228	1	0.1906	0.1906	1.105	0.48883069565673	0.576311844077961	9
C6_sub1	native	Drug purchase endpoints	True	7	5	3	0.378	2.51	0.5776	0.5831	0.241879060469765	0.446	0.327833435641394	0.2076	0.1638	0.2506	1	0.1906	0.1906	1.289	0.510574178649184	0.670039980009995	10
C6_sub1	native	XIV Diseases of the genitourinary system (N14_)	True	50	21.94	19	0.34	8.12	0.5273	0.5302	0.259370314842579	0.224	0.411221600207842	0.2013	0.1659	0.2362	1	0.212	0.212	1.055	0.486931194274706	0.670039980009995	11
C6_sub1	native	VI Diseases of the nervous system (G6_)	True	26	15.29	13	0.278	4.97	0.5209	0.5217	0.348325837081459	0.162	0.435808723759706	0.204	0.164	0.2433	0.974	0.215	0.2094	1.757	0.113826500032572	0.83062314996348	12
C6_sub1	native	Neurological endpoints	True	4	4	2	0.127	1.38	0.5062	0.5121	0.494252873563218	0.037	0.485389041147315	0.1919	0.1459	0.2371	0.96	0.1701	0.1633	1.719	0.470078708653974	1	13
C6_sub1	native	I Certain infectious and parasitic diseases (AB1_)	True	5	4	2	0.495	2.48	0.4983	0.507	0.492253873063468	-0.008	0.503251760129356	0.2581	0.1805	0.3325	1	0.2237	0.2237	1.143	0.607454173617961	1	14
C6_sub1	native	COPD and related endpoints	True	3	2	1	0.656	1.66	0.4961	0.4961	0.52223888055972	-0.018	0.507183687971932	0.2348	0.1578	0.3089	1	0.2323	0.2323	0.856	0.749006595286933	1	15
C6_sub1	native	Cardiometabolic endpoints	True	6	3	1	0.655	2.31	0.4725	0.478	0.570714642678661	-0.153	0.560769720483144	0.1426	0.104	0.1808	1	0.1263	0.1263	0.34	0.937552873929003	1	16
C6_sub1	native	Comorbidities of Asthma	True	4	3	1	0.627	2.25	0.4547	0.4555	0.625187406296852	-0.208	0.582536845347676	0.1599	0.0963	0.2222	1	0.1641	0.1641	0.569	0.84198255749792	1	17
C6_sub1	native	Gastrointestinal endpoints	True	11	6.23	1	0.499	3.61	0.4391	0.4399	0.759620189905047	-0.365	0.642328264317072	0.1409	0.0943	0.187	1	0.1496	0.1496	0.168	0.99397455148786	1	18
C6_sub1	native	Diabetes endpoints	True	4	3	0	0.486	1.97	0.396	0.391	0.768615692153923	-0.511	0.695338271810147	0.1007	0.0564	0.1447	0.861	0.0939	0.0808	0	1	1	19
C6_sub1	native	VIII Diseases of the ear and mastoid process (H8_)	True	16	8.31	6	0.373	3.72	0.3944	0.4004	0.920539730134933	-0.748	0.772620433820071	0.1721	0.1208	0.2225	0.994	0.1709	0.1698	1.029	0.573806526587786	1	20
C6_sub1	native	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	True	9	5.08	1	0.574	3.34	0.3904	0.3932	0.87456271864068	-0.618	0.731833769668931	0.1698	0.107	0.2312	1	0.1667	0.1667	0.211	0.984600705184821	1	21
C6_sub1	native	IX Diseases of the circulatory system (I9_)	True	49	21.41	3	0.311	7.34	0.3702	0.3766	0.999000499750125	-1.113	0.867060659942601	0.1188	0.0928	0.1445	0.983	0.1108	0.109	0.1	0.999999973155288	1	22
C6_sub1	native	XII Diseases of the skin and subcutaneous tissue (L12_)	True	22	12.27	2	0.34	4.83	0.3475	0.3552	0.991504247876062	-1.106	0.865704136194553	0.1251	0.0831	0.1668	0.988	0.1371	0.1354	0.164	0.999531230096316	1	23
C6_sub1	native	II Neoplasms from hospital discharges (CD2_)	True	12	7.13	1	0.326	3	0.3211	0.3264	0.980009995002499	-1.226	0.889941406246683	0.1195	0.0761	0.1625	0.947	0.126	0.1194	0.152	0.996236630643091	1	24
C6_sub1	native	XV Pregnancy, childbirth and the puerperium (O15_)	True	33	17.42	8	0.284	5.66	0.2969	0.3027	1	-1.651	0.950595242299631	0.1196	0.0807	0.1581	0.889	0.1222	0.1086	0.531	0.961791127529222	1	25
C6_sub1	native	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	True	7	5	1	0.457	2.83	0.2924	0.3015	0.970514742628686	-1.124	0.86942559779515	0.1459	0.0732	0.2171	1	0.1597	0.1597	0.282	0.960801136222546	1	26
C6_sub1	native	Rheuma endpoints	True	10	6.07	0	0.443	3.25	0.2645	0.2755	0.99400299850075	-1.419	0.921985003096129	0.0934	0.0469	0.1395	1	0.1051	0.1051	0	1	1	27
C6_sub1	native	VII Diseases of the eye and adnexa (H7_)	True	36	19.85	2	0.203	4.82	0.2338	0.2376	1	-2.441	0.992674899755205	0.0702	0.0402	0.1	0.895	0.0969	0.0867	0.093	0.999999176670436	1	28
C6_sub1	native	II Neoplasms, from cancer register (ICD-O-3)	True	23	12.12	0	0.302	4.36	0.1201	0.0477	1	-2.964	0.998482409742811	-0.0211	-0.0521	0.01	0.385	0.0528	-0.0204	0	1	1	29
C6_sub1	native	Miscellaneous, not yet classified endpoints	False	5	4	5	0.469	2.41	0.898	0.898	0.000499750124937531	1.978	0.0239862253551767	0.2652	0.2254	0.304	1	0.2857	0.2857	Inf	0.00661205287971783	0.00387306346826587	
C6_sub1	native	Quantitative endpoints	False	3	3	0	0.443	1.89	0.2492	0.1777	0.930034982508746	-1.092	0.862658243596764	0.0111	-0.0206	0.0427	0.466	0.0446	0.0208	0	1	1	
noise_re0	native	Cardiometabolic endpoints	True	6	3	6	0.655	2.31	0.9343	0.9343	0.000499750124937531	2.411	0.00794986234341301	0.5183	0.4689	0.5645	1	0.5248	0.5248	Inf	0.000513432941296041	0.00516408462435449	1
noise_re0	native	IX Diseases of the circulatory system (I9_)	True	49	21.41	33	0.311	7.34	0.7642	0.7696	0.000499750124937531	2.265	0.0117608416324527	0.3222	0.2884	0.3552	1	0.3525	0.3525	6.129	4.40165421626347e-09	0.00516408462435449	2
noise_re0	native	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	True	83	32.95	35	0.497	16.9	0.6539	0.6538	0.000499750124937531	1.097	0.136346733313661	0.1834	0.1498	0.2166	0.981	0.1866	0.1829	2.029	0.00303778371569252	0.00516408462435449	3
noise_re0	native	IV Endocrine, nutritional and metabolic diseases (E4_)	True	23	12.31	11	0.284	4.21	0.6959	0.7004	0.00149925037481259	1.554	0.0600954844608942	0.2864	0.2478	0.3242	1	0.3043	0.3043	2.377	0.0364568563391642	0.0116191904047976	4
noise_re0	native	Diabetes endpoints	True	4	3	3	0.486	1.97	0.8116	0.8153	0.0109945027486257	1.531	0.0628755409476761	0.4203	0.3711	0.4672	1	0.3692	0.3692	7.606	0.0728049238315487	0.0619690154922539	5
noise_re0	native	Asthma and related endpoints	True	10	3.05	6	0.804	2.65	0.6825	0.6859	0.023488255872064	1.218	0.111661094300275	0.2146	0.1732	0.2552	1	0.209	0.209	3.844	0.0365380953036826	0.104019418861998	6
noise_re0	native	Interstitial lung disease endpoints	True	3	2	2	0.554	1.55	0.7752	0.7769	0.0549725137431284	1.32	0.0934074699329239	0.2277	0.1705	0.2833	1	0.3168	0.3168	5.041	0.198104818254521	0.189349769559665	7
noise_re0	native	Drug purchase endpoints	True	7	5	3	0.378	2.51	0.656	0.6629	0.0809595202398801	0.896	0.185146874595474	0.2347	0.1875	0.2808	1	0.2667	0.2667	1.888	0.320766881531135	0.250974512743628	8
noise_re0	native	I Certain infectious and parasitic diseases (AB1_)	True	5	4	3	0.495	2.48	0.6633	0.676	0.119940029985007	0.799	0.212202520884715	0.2365	0.1707	0.3002	1	0.2374	0.2374	3.794	0.144107026814338	0.309845077461269	9
noise_re0	native	X Diseases of the respiratory system (J10_)	True	28	11.58	9	0.467	5.95	0.5692	0.5868	0.112943528235882	0.508	0.30587171824106	0.1642	0.1273	0.2006	0.996	0.1721	0.1713	1.193	0.40610591715285	0.309845077461269	10
noise_re0	native	COPD and related endpoints	True	3	2	1	0.656	1.66	0.5803	0.5864	0.32383808095952	0.373	0.354567191465313	0.1677	0.0975	0.2363	1	0.2131	0.2131	1.25	0.636654448734925	0.772229269980394	11
noise_re0	native	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	True	7	5	4	0.457	2.83	0.517	0.5287	0.440279860069965	0.092	0.463425235431595	0.2071	0.1348	0.2772	1	0.2259	0.2259	3.385	0.107282155690274	0.974905404440637	12
noise_re0	native	Neurological endpoints	True	4	4	1	0.127	1.38	0.4896	0.5141	0.527236381809096	-0.061	0.524341920833594	0.1681	0.1259	0.2097	1	0.1635	0.1635	0.831	0.741071027420736	1	13
noise_re0	native	VI Diseases of the nervous system (G6_)	True	26	15.29	7	0.278	4.97	0.4887	0.5122	0.577211394302849	-0.087	0.534860091887293	0.2009	0.1632	0.2379	0.982	0.1699	0.1668	0.917	0.651232204720051	1	14
noise_re0	native	XII Diseases of the skin and subcutaneous tissue (L12_)	True	22	12.27	4	0.34	4.83	0.4666	0.4871	0.696651674162919	-0.242	0.595639492407602	0.1516	0.1056	0.1969	1	0.1575	0.1575	0.544	0.915746117419873	1	15
noise_re0	native	Psychiatric endpoints from Katri Räikkönen	True	12	4.23	0	0.726	3.35	0.4611	0.4779	0.679660169915043	-0.252	0.599666750190583	0.1123	0.0757	0.1486	1	0.1112	0.1112	0	1	1	16
noise_re0	native	XV Pregnancy, childbirth and the puerperium (O15_)	True	33	17.42	10	0.284	5.66	0.4549	0.4367	0.811094452773613	-0.367	0.643120262610457	0.1362	0.093	0.1789	0.855	0.2073	0.1773	1.091	0.479770105541804	1	17
noise_re0	native	XIV Diseases of the genitourinary system (N14_)	True	50	21.94	14	0.34	8.12	0.4501	0.4732	0.871064467766117	-0.411	0.659413610325438	0.1359	0.1	0.1715	0.971	0.1561	0.1516	0.969	0.595512848059242	1	18
noise_re0	native	Rheuma endpoints	True	10	6.07	2	0.443	3.25	0.4224	0.4407	0.805097451274363	-0.468	0.680031776165259	0.1312	0.0762	0.1854	1	0.1495	0.1495	0.62	0.82982867200758	1	19
noise_re0	native	V Mental and behavioural disorders (F5_)	True	39	13.93	2	0.601	8.77	0.4048	0.4131	0.982508745627186	-0.672	0.749164684713278	0.1129	0.075	0.1505	0.904	0.1164	0.1052	0.125	0.999978662700152	1	20
noise_re0	native	Comorbidities of Asthma	True	4	3	1	0.627	2.25	0.3827	0.4151	0.802098950524738	-0.539	0.705101875575433	0.1659	0.099	0.2313	1	0.1573	0.1573	0.831	0.741071027420736	1	21
noise_re0	native	XI Diseases of the digestive system (K11_)	True	48	26.89	7	0.254	7.57	0.3602	0.3726	1	-1.17	0.878967242142322	0.0903	0.0569	0.1234	0.897	0.1135	0.1018	0.402	0.994540175949423	1	22
noise_re0	native	II Neoplasms from hospital discharges (CD2_)	True	12	7.13	0	0.326	3	0.335	0.3028	0.978010994502749	-1.131	0.870941910063235	0.074	0.0275	0.1202	0.605	0.1112	0.0672	0	1	1	23
noise_re0	native	Gastrointestinal endpoints	True	11	6.23	1	0.499	3.61	0.2715	0.2952	0.997501249375312	-1.368	0.914350597824438	0.064	0.0091	0.1186	0.883	0.0959	0.0847	0.245	0.976287452665528	1	24
noise_re0	native	VII Diseases of the eye and adnexa (H7_)	True	36	19.85	2	0.203	4.82	0.2685	0.2881	1	-2.123	0.983143447155679	0.0715	0.038	0.1049	0.865	0.086	0.0744	0.137	0.999941584623183	1	25
noise_re0	native	VIII Diseases of the ear and mastoid process (H8_)	True	16	8.31	0	0.373	3.72	0.2672	0.2684	0.999000499750125	-1.648	0.950350954868947	0.0744	0.0231	0.1253	0.738	0.0952	0.0703	0	1	1	26
noise_re0	native	II Neoplasms, from cancer register (ICD-O-3)	True	23	12.12	0	0.302	4.36	0.2584	0.058	1	-1.885	0.970271254361771	-0.0594	-0.0945	-0.0242	0.588	0.0714	-0.042	0	1	1	27
noise_re0	native	Alcohol related diseases	True	4	2	0	0.756	1.76	0.2067	0.2433	0.982508745627186	-1.527	0.936625643218692	0.0549	0.0026	0.1068	0.85	0.0519	0.0441	0	1	1	28
noise_re0	native	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	True	9	5.08	0	0.574	3.34	0.1629	0.1937	1	-1.901	0.97137373763562	0.04	-0.0217	0.1014	0.574	0.0507	0.0291	0	1	1	29
noise_re0	native	Miscellaneous, not yet classified endpoints	False	5	4	1	0.469	2.41	0.717	0.7193	0.0504747626186907	1.078	0.140462005395025	0.1377	0.1011	0.1739	1	0.1813	0.1813	0.622	0.815604658462687	0.189349769559665	
noise_re0	native	Quantitative endpoints	False	3	3	2	0.443	1.89	0.871	0.6523	0.0119940029985007	1.616	0.0530901105231078	0.1723	0.1303	0.2136	0.793	0.3109	0.2465	5.041	0.198104818254521	0.0619690154922539	
noise_re1	native	Asthma and related endpoints	True	10	3.05	9	0.804	2.65	0.7617	0.7617	0.000999500249875062	1.746	0.0404160654437735	0.4547	0.4178	0.49	1	0.469	0.469	3.143	0.228002207071517	0.00774612693653173	1
noise_re1	native	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	True	83	32.95	80	0.497	16.9	0.7486	0.7486	0.000499750124937531	1.771	0.0382615133775573	0.458	0.4211	0.4934	1	0.5188	0.5188	10.955	1.78441927907345e-08	0.00774612693653173	2
noise_re1	native	X Diseases of the respiratory system (J10_)	True	28	11.58	26	0.467	5.95	0.7033	0.7033	0.000499750124937531	1.491	0.067924018533874	0.4392	0.4035	0.4736	1	0.477	0.477	4.691	0.0123946248447972	0.00774612693653173	3
noise_re1	native	Interstitial lung disease endpoints	True	3	2	3	0.554	1.55	0.9252	0.9252	0.00249875062468766	2.04	0.0206825601612974	0.6532	0.5971	0.7029	1	0.6547	0.6547	Inf	0.410796981106182	0.0154922538730635	4
noise_re1	native	Drug purchase endpoints	True	7	5	7	0.378	2.51	0.6923	0.6923	0.0354822588705647	1.104	0.134694882164458	0.4085	0.3664	0.449	1	0.4421	0.4421	Inf	0.124441022308408	0.181480688227315	5
noise_re1	native	Psychiatric endpoints from Katri Räikkönen	True	12	4.23	10	0.726	3.35	0.6443	0.6443	0.0409795102448776	0.936	0.174608987382393	0.4454	0.4029	0.486	1	0.4371	0.4371	1.739	0.36965453699841	0.181480688227315	6
noise_re1	native	I Certain infectious and parasitic diseases (AB1_)	True	5	4	5	0.495	2.48	0.655	0.655	0.122438780609695	0.758	0.224211391833682	0.4117	0.3469	0.4725	1	0.4977	0.4977	Inf	0.226359466634487	0.432061746904326	7
noise_re1	native	VI Diseases of the nervous system (G6_)	True	26	15.29	20	0.278	4.97	0.5646	0.5622	0.12543728135932	0.501	0.308267360495079	0.3923	0.3539	0.4293	0.981	0.4021	0.3945	1.155	0.484464156108721	0.432061746904326	8
noise_re1	native	XI Diseases of the digestive system (K11_)	True	48	26.89	40	0.254	7.57	0.5449	0.5473	0.157421289355322	0.375	0.353662913125484	0.341	0.3057	0.3754	1	0.4168	0.4166	1.793	0.0917986897552652	0.488005997001499	9
noise_re1	native	COPD and related endpoints	True	3	2	3	0.656	1.66	0.6445	0.6445	0.208395802098951	0.671	0.250972043610841	0.4322	0.3676	0.4926	1	0.4818	0.4818	Inf	0.410796981106182	0.587297260460679	10
noise_re1	native	V Mental and behavioural disorders (F5_)	True	39	13.93	33	0.601	8.77	0.5312	0.5229	0.270364817591204	0.22	0.412806969959339	0.3823	0.338	0.4249	0.948	0.4035	0.3826	1.965	0.0884360693780454	0.698442445443945	11
noise_re1	native	Comorbidities of Asthma	True	4	3	3	0.627	2.25	0.5507	0.5507	0.348825587206397	0.233	0.40778705456872	0.3343	0.2776	0.3888	1	0.3475	0.3475	1.034	0.728106941595176	0.77239951452845	12
